Player,Nation,Pos,Sec_Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Milson,ANG,FW,,Red Star,1999,5,2,171,1.9,2,0,2,2,0,0,0,0,0.8,0.8,0.1,1,10,5,13,1.05,0,1.05,1.05,1.05,0.43,0.08,0.51,0.43,0.51
Ognjen Mimovic,SRB,DF,,Red Star,2004,5,5,370,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,10,14,22,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
Kim Min-jae,KOR,DF,,Bayern Munich,1996,13,13,"1,066",11.8,1,0,1,1,0,0,2,0,0.6,0.6,0.2,0.7,7,59,2,0.08,0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
Takumi Minamino,JPN,MF,FW,Monaco ,1995,9,6,569,6.3,3,1,4,3,0,0,0,0,2.3,2.3,1,3.3,11,20,45,0.47,0.16,0.63,0.47,0.63,0.37,0.15,0.52,0.37,0.52
Tyrone Mings,ENG,DF,,Aston Villa,1993,4,4,310,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,20,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Kim Minsu,KOR,MF,,Girona ,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bojan Miovski,MKD,FW,,Girona ,1999,4,3,273,3,0,0,0,0,0,1,0,0,1.6,0.8,0,0.8,0,1,12,0,0,0,0,0,0.53,0,0.53,0.27,0.27
Juan Miranda,ESP,DF,,Bologna ,2000,5,3,305,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,10,14,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Josip Mišić,CRO,MF,,Dinamo Zagreb,1994,6,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.8,4,21,1,0,0.19,0.19,0,0.19,0.02,0.12,0.14,0.02,0.14
Jeyland Mitchell,CRC,DF,,Feyenoord ,2004,7,1,185,2.1,0,0,0,0,0,0,2,0,0,0,0,0,2,7,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Maximilian Mittelstädt,GER,DF,,Stuttgart ,1997,8,8,704,7.8,0,2,2,0,0,0,1,0,0.6,0.6,1.1,1.7,14,38,47,0,0.26,0.26,0,0.26,0.08,0.14,0.22,0.08,0.22
Henrikh Mkhitaryan,ARM,MF,,Inter ,1989,13,10,854,9.5,0,0,0,0,0,0,3,0,1.1,1.1,1.1,2.1,25,57,27,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22
Samy Mmaee,MAR,DF,,Dinamo Zagreb,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Jakub Moder,POL,MF,,Feyenoord ,1999,4,4,360,4,1,0,1,0,1,1,1,0,1.1,0.3,0.4,0.7,2,19,15,0.25,0,0.25,0,0,0.28,0.09,0.37,0.08,0.17
Luka Modrić,CRO,MF,,Real Madrid,1985,14,7,647,7.2,0,3,3,0,0,0,2,0,0.2,0.2,1.5,1.7,11,63,14,0,0.42,0.42,0,0.42,0.03,0.21,0.24,0.03,0.24
Nahuel Molina,ARG,DF,,Atlético Madrid,1998,8,3,429,4.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,8,12,19,0.21,0,0.21,0.21,0.21,0.08,0.02,0.1,0.08,0.1
Joel Monteiro,SUI,FW,MF,Young Boys,1999,8,7,624,6.9,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,17,19,42,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12
Álvaro Morata,ESP,FW,,Milan ,1992,7,6,391,4.3,1,1,2,1,0,0,3,0,1.2,1.2,0.5,1.7,2,5,15,0.23,0.23,0.46,0.23,0.46,0.27,0.12,0.4,0.27,0.4
Leandro Morgalla,GER,DF,,RB Salzburg,2004,3,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Hidemasa Morita,JPN,MF,,Sporting CP,1995,7,4,372,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,16,5,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Nikola Moro,CRO,MF,,Bologna ,1998,7,4,381,4.2,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,0,16,9,0,0,0,0,0,0.03,0.16,0.19,0.03,0.19
Tyler Morton,ENG,MF,,Liverpool ,2002,1,0,39,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Ngal'Ayel Mukau,COD,MF,,Lille ,2004,8,6,563,6.3,2,0,2,2,0,0,2,0,0.8,0.8,0.1,0.9,7,16,11,0.32,0,0.32,0.32,0.32,0.12,0.02,0.14,0.12,0.14
Nordi Mukiele,FRA,DF,,Leverkusen ,1997,5,5,358,4,1,1,2,1,0,0,2,1,0.4,0.4,0.1,0.5,13,20,14,0.25,0.25,0.5,0.25,0.5,0.09,0.03,0.12,0.09,0.12
Thomas Müller,GER,MF,FW,Bayern Munich,1989,12,4,371,4.1,3,1,4,3,0,0,1,0,2.2,2.2,1.1,3.2,10,20,45,0.73,0.24,0.97,0.73,0.97,0.52,0.26,0.78,0.52,0.78
Dane Murray,SCO,DF,,Celtic ,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Musah,USA,FW,MF,Milan ,2002,7,5,412,4.6,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.6,13,17,24,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12
Jamal Musiala,GER,MF,,Bayern Munich,2003,12,9,864,9.6,3,3,6,3,0,0,1,0,3.8,3.8,4,7.8,48,55,71,0.31,0.31,0.62,0.31,0.62,0.39,0.41,0.81,0.39,0.81
Almoatasem Al Musrati,LBY,MF,,Monaco ,1996,1,1,51,0.6,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Alen Mustafić,BIH,MF,,Slovan Bratislava,1999,4,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17
Chris Nadje,FRA,MF,FW,Feyenoord ,2001,3,0,90,1,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,1,3,3,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Adamo Nagalo,BFA,DF,,PSV Eindhoven,2002,5,1,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
Amara Nallo,ENG,DF,,Liverpool ,2006,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherif Ndiaye,SEN,FW,,Red Star,1996,8,7,566,6.3,2,1,3,1,1,1,2,0,3,2.2,0.7,2.9,4,11,22,0.32,0.16,0.48,0.16,0.32,0.47,0.12,0.59,0.34,0.46
Dan Ndoye,SUI,FW,MF,Bologna ,2000,8,7,616,6.8,0,0,0,0,0,0,0,0,1.3,1.3,0.9,2.2,38,25,39,0,0,0,0,0,0.19,0.13,0.32,0.19,0.32
Kosta Nedeljković,SRB,FW,DF,Aston Villa,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Neto,BRA,GK,,Arsenal ,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Neuer,GER,GK,,Bayern Munich,1986,10,10,822,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
João Neves,POR,MF,,Paris S-G,2004,17,16,"1,431",15.9,1,1,2,1,0,0,2,0,2.1,2.1,1.7,3.8,22,90,32,0.06,0.06,0.13,0.06,0.13,0.13,0.11,0.24,0.13,0.24
Ivan Nevistić,CRO,GK,,Dinamo Zagreb,1998,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newerton,BRA,FW,MF,Shakhtar ,2005,4,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Abdoulaye Niakhate Ndiaye,SEN,DF,,Brest ,2002,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
Casper Nielsen,DEN,MF,FW,Club Brugge,1994,6,1,143,1.6,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,1,3,3,0.63,0,0.63,0.63,0.63,0.26,0,0.26,0.26,0.26
Bart Nieuwkoop,NED,DF,MF,Feyenoord ,1996,5,5,348,3.9,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,1,12,14,0,0.26,0.26,0,0.26,0.09,0.05,0.14,0.09,0.14
Gustaf Nilsson,SWE,FW,,Club Brugge,1997,7,1,177,2,1,0,1,0,1,1,1,0,1.3,0.5,0,0.5,0,4,5,0.51,0,0.51,0,0,0.65,0,0.65,0.25,0.25
Felix Nmecha,GER,MF,,Dortmund ,2000,9,7,618,6.9,1,1,2,1,0,0,2,0,0.3,0.3,0.3,0.6,8,32,2,0.15,0.15,0.29,0.15,0.29,0.04,0.05,0.09,0.04,0.09
Alexander Nübel,GER,GK,,Stuttgart ,1996,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheus Nunes,POR,MF,DF,Manchester City,1998,7,6,531,5.9,1,3,4,0,1,1,1,0,0.9,0.2,2,2.2,31,38,69,0.17,0.51,0.68,0,0.51,0.16,0.34,0.5,0.03,0.37
Darwin Núñez,URU,FW,,Liverpool ,1999,9,5,466,5.2,1,1,2,1,0,0,1,0,2.8,2.8,0.5,3.3,12,12,36,0.19,0.19,0.39,0.19,0.39,0.58,0.11,0.69,0.58,0.69
Antonio Nusa,NOR,MF,DF,RB Leipzig,2005,8,6,518,5.8,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,22,19,39,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22
Ethan Nwaneri,ENG,FW,MF,Arsenal ,2007,7,2,224,2.5,2,0,2,2,0,0,0,0,0.8,0.8,0.4,1.2,10,6,16,0.8,0,0.8,0.8,0.8,0.31,0.16,0.47,0.31,0.47
Trey Nyoni,ENG,MF,FW,Liverpool ,2007,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Armando Obispo,NED,DF,,PSV Eindhoven,1999,6,3,263,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Jan Oblak,SVN,GK,,Atlético Madrid,1993,10,10,930,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jens Odgaard,DEN,FW,MF,Bologna ,1999,5,0,130,1.4,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,2,6,4,0,0.69,0.69,0,0.69,0.12,0.36,0.48,0.12,0.48
Takuya Ogiwara,JPN,DF,,Dinamo Zagreb,1999,3,3,223,2.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.5,5,1,12,0.4,0,0.4,0.4,0.4,0.14,0.04,0.18,0.14,0.18
Noah Okafor,SUI,FW,MF,Milan ,2000,5,1,106,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,7,11,15,0,0.85,0.85,0,0.85,0.09,0.43,0.52,0.09,0.52
Victor Olatunji,NGA,FW,,Sparta Prague,1999,8,5,422,4.7,2,1,3,2,0,0,2,0,1,1,0.8,1.8,3,6,12,0.43,0.21,0.64,0.43,0.64,0.21,0.17,0.38,0.21,0.38
Peter Olayinka,NGA,FW,DF,Red Star,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,7,19,0,0,0,0,0,0.09,0.04,0.13,0.09,0.13
Michael Olise,FRA,FW,MF,Bayern Munich,2001,14,13,"1,027",11.4,5,2,7,4,1,1,1,0,5.1,4.3,3.1,7.5,52,99,155,0.44,0.18,0.61,0.35,0.53,0.45,0.27,0.72,0.38,0.65
Dani Olmo,ESP,MF,,Barcelona ,1998,9,6,435,4.8,2,1,3,2,0,0,0,0,2.3,2.3,1,3.2,12,33,36,0.41,0.21,0.62,0.41,0.62,0.47,0.2,0.66,0.47,0.66
Amadou Onana,BEL,MF,,Aston Villa,2001,5,4,271,3,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,7,2,0.33,0,0.33,0.33,0.33,0.05,0.04,0.09,0.05,0.09
Raphael Onyedika,NGA,MF,,Club Brugge,2001,11,11,938,10.4,1,1,2,1,0,0,2,1,0.8,0.8,0.3,1.1,1,22,7,0.1,0.1,0.19,0.1,0.19,0.07,0.03,0.1,0.07,0.1
Francis Onyeka,GER,FW,,Leverkusen ,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Loïs Openda,BEL,FW,,RB Leipzig,2000,8,8,679,7.5,1,2,3,1,0,0,1,0,2.4,2.4,1.3,3.8,11,9,44,0.13,0.27,0.4,0.13,0.4,0.32,0.18,0.5,0.32,0.5
Fredrik Oppegard,NOR,DF,,PSV Eindhoven,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Willi Orban,HUN,DF,,RB Leipzig,1992,8,8,720,8,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,3,18,3,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Joel Ordóñez,ECU,DF,,Club Brugge,2004,12,12,"1,047",11.6,0,0,0,0,0,0,1,0,0,0,0,0,6,32,1,0,0,0,0,0,0,0,0,0,0
Riccardo Orsolini,ITA,FW,MF,Bologna ,1997,6,5,323,3.6,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.7,11,17,38,0,0,0,0,0,0.12,0.06,0.18,0.12,0.18
Stefan Ortega,GER,GK,,Manchester City,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Osman,GHA,FW,MF,Feyenoord ,2004,7,4,316,3.5,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,12,4,26,0,0,0,0,0,0.05,0.14,0.19,0.05,0.19
Nicolás Otamendi,ARG,DF,,Benfica ,1988,12,12,"1,080",12,1,0,1,1,0,0,2,0,1.1,1.1,0.1,1.3,5,29,3,0.08,0,0.08,0.08,0.08,0.09,0.01,0.1,0.09,0.1
Kassoum Ouattara,FRA,DF,,Monaco ,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.18,0,0.18,0.18,0.18
Assan Ouedraogo,GER,MF,DF,RB Leipzig,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,1,0,0,0,0,0,0.83,0,0.83,0.83,0.83
Salih Özcan,TUR,MF,,Dortmund ,1998,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nico O’Reilly,ENG,FW,,Manchester City,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Willian Pacho,ECU,DF,,Paris S-G,2001,17,17,"1,541",17.1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,36,2,0,0,0,0,0,0,0.01,0.01,0,0.01
Igor Paixão,BRA,FW,,Feyenoord ,2000,11,11,918,10.2,2,4,6,2,0,0,0,0,1,1,2.4,3.4,22,18,54,0.2,0.39,0.59,0.2,0.59,0.1,0.23,0.33,0.1,0.33
Exequiel Palacios,ARG,MF,,Leverkusen ,1998,10,8,662,7.4,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,8,53,22,0,0,0,0,0,0.09,0.07,0.16,0.09,0.16
Marco Palestra,ITA,DF,MF,Atalanta ,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
João Palhinha,POR,MF,,Bayern Munich,1995,5,2,173,1.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,1,12,3,0,0,0,0,0,0.24,0.1,0.33,0.24,0.33
Filip Panák,CZE,DF,,Sparta Prague,1995,7,6,563,6.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,2,14,3,0,0.16,0.16,0,0.16,0.05,0.03,0.08,0.05,0.08
Thomas Partey,GHA,MF,DF,Arsenal ,1993,12,11,897,10,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,13,37,15,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12
Mario Pašalić,CRO,MF,,Atalanta ,1995,10,8,603,6.7,3,1,4,3,0,0,1,0,3.8,3.8,0.4,4.2,15,35,23,0.45,0.15,0.6,0.45,0.6,0.56,0.07,0.63,0.56,0.63
Rui Patrício,POR,GK,,Atalanta ,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Pauschek,SVK,DF,,Slovan Bratislava,1992,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Pavard,FRA,DF,,Inter ,1996,12,11,908,10.1,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,11,39,28,0.1,0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13
David Pavelka,CZE,MF,,Sparta Prague,1991,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branko Pavić,CRO,MF,,Dinamo Zagreb,2006,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vangelis Pavlidis,GRE,FW,,Benfica ,1998,12,11,895,9.9,7,2,9,5,2,2,1,0,7.8,6.3,1.4,7.7,19,18,52,0.7,0.2,0.91,0.5,0.7,0.79,0.14,0.93,0.63,0.77
Aleksandar Pavlovic,GER,MF,,Bayern Munich,2004,5,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,50,8,0,0,0,0,0,0,0.03,0.03,0,0.03
Strahinja Pavlović,SRB,DF,,Milan ,2001,7,6,541,6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,20,27,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
Pedri,ESP,MF,,Barcelona ,2002,14,13,"1,109",12.3,0,2,2,0,0,0,0,0,0.4,0.4,2.1,2.5,31,114,42,0,0.16,0.16,0,0.16,0.03,0.17,0.2,0.03,0.2
Pedrinho,BRA,FW,MF,Shakhtar ,1998,4,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,8,14,0,0,0,0,0,0.1,0.03,0.13,0.1,0.13
Iñaki Peña,ESP,GK,,Barcelona ,1999,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Penxa,,DF,,Sparta Prague,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Pepi,USA,FW,,PSV Eindhoven,2003,7,1,164,1.8,2,1,3,2,0,0,0,0,1.3,1.3,0.5,1.8,1,2,22,1.1,0.55,1.65,1.1,1.65,0.7,0.26,0.96,0.7,0.96
Mathias Pereira Lage,POR,DF,MF,Brest ,1996,9,3,374,4.2,1,0,1,1,0,0,1,0,1.1,1.1,0.6,1.7,10,12,12,0.24,0,0.24,0.24,0.24,0.27,0.15,0.42,0.27,0.42
Daniel Peretz,ISR,GK,,Bayern Munich,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattia Perin,ITA,GK,,Juventus ,1992,3,2,211,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Perišić,CRO,FW,,PSV Eindhoven,1989,4,4,332,3.7,3,0,3,3,0,0,0,0,0.9,0.9,0.4,1.3,11,14,36,0.81,0,0.81,0.81,0.81,0.25,0.1,0.35,0.25,0.35
Jakub Pesek,CZE,FW,,Sparta Prague,1993,2,1,129,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,0,7,0,0,0,0,0,0.11,0,0.11,0.11,0.11
Bruno Petković,CRO,FW,,Dinamo Zagreb,1994,3,2,193,2.1,2,0,2,2,0,0,1,0,0.6,0.6,0,0.6,1,5,8,0.93,0,0.93,0.93,0.93,0.27,0,0.27,0.27,0.27
Patric Pfeiffer,GER,DF,,Young Boys,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,ENG,FW,,Aston Villa,2002,3,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,5,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
Kamil Piątkowski,POL,DF,,RB Salzburg,2000,6,5,478,5.3,0,1,1,0,0,0,2,0,0,0,0.1,0.1,0,15,0,0,0.19,0.19,0,0.19,0,0.02,0.02,0,0.02
Ronaël Pierre-Gabriel,FRA,DF,,Dinamo Zagreb,1998,8,6,534,5.9,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,14,19,21,0,0.17,0.17,0,0.17,0.01,0.07,0.08,0.01,0.08
Marko Pjaca,CRO,FW,MF,Dinamo Zagreb,1995,6,4,341,3.8,1,3,4,1,0,0,1,0,0.5,0.5,0.8,1.3,13,12,16,0.26,0.79,1.06,0.26,1.06,0.12,0.22,0.34,0.12,0.34
Tommaso Pobega,ITA,MF,,Bologna ,1999,5,2,249,2.8,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,2,9,4,0.36,0,0.36,0.36,0.36,0.25,0,0.25,0.25,0.25
Portu,ESP,FW,MF,Girona ,1992,5,0,99,1.1,0,0,0,0,0,0,2,0,0,0,0.1,0.1,2,4,7,0,0,0,0,0,0,0.05,0.05,0,0.05
Stefan Posch,AUT,DF,,Bologna ,1997,6,6,531,5.9,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,8,23,23,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11
Stefan Posch,AUT,DF,,Atalanta ,1997,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,4,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09
Yussuf Poulsen,DEN,FW,MF,RB Leipzig,1994,6,1,155,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,0,5,6,0.58,0,0.58,0.58,0.58,0.76,0.17,0.93,0.76,0.93
Ángelo Preciado,ECU,MF,,Sparta Prague,1998,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,8,3,11,0,0,0,0,0,0.02,0.2,0.22,0.02,0.22
Egor Prutsev,RUS,FW,,Red Star,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Christian Pulisic,USA,FW,MF,Milan ,1998,9,8,628,7,4,1,5,4,0,0,1,0,1.3,1.3,1.7,3,29,35,46,0.57,0.14,0.72,0.57,0.72,0.19,0.24,0.43,0.19,0.43
Jarell Quansah,ENG,DF,,Liverpool ,2003,4,2,231,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,2,5,1,0,0,0,0,0,0.21,0,0.21,0.21,0.21
Eduardo Quaresma,POR,DF,,Sporting CP,2002,5,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0
Geovany Quenda,POR,DF,MF,Sporting CP,2007,10,8,721,8,0,1,1,0,0,0,2,0,0.5,0.5,1.1,1.6,25,34,44,0,0.12,0.12,0,0.12,0.06,0.14,0.2,0.06,0.2
Nemanja Radonjić,SRB,FW,MF,Red Star,1996,4,1,158,1.8,3,0,3,3,0,0,0,0,0.8,0.8,0.2,1,10,7,15,1.71,0,1.71,1.71,1.71,0.44,0.13,0.56,0.44,0.56
Anthony Ralston,SCO,DF,,Celtic ,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,2,0,0,0,0,0,0,0,0.13,0.13,0,0.13
Jacobo Ramón,ESP,DF,,Real Madrid,2005,1,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.7,0,0.7,0.7,0.7
Gonçalo Ramos,POR,FW,,Paris S-G,2001,12,1,214,2.4,3,1,4,3,0,0,0,0,2.7,2.7,0.8,3.5,3,2,5,1.26,0.42,1.68,1.26,1.68,1.15,0.33,1.49,1.15,1.49
Jacob Ramsey,ENG,FW,,Aston Villa,2001,10,4,396,4.4,1,2,3,1,0,0,0,0,1.4,1.4,1.5,2.9,15,18,25,0.23,0.45,0.68,0.23,0.68,0.31,0.35,0.66,0.31,0.66
Raphinha,BRA,FW,MF,Barcelona ,1996,14,14,"1,222",13.6,13,8,21,13,0,0,0,0,5.9,5.9,7.4,13.2,46,58,145,0.96,0.59,1.55,0.96,1.55,0.44,0.56,1,0.44,1
Marcus Rashford,ENG,FW,,Aston Villa,1997,4,4,307,3.4,0,2,2,0,0,0,0,0,0.5,0.5,1.2,1.8,11,2,28,0,0.59,0.59,0,0.59,0.15,0.37,0.52,0.15,0.52
Petar Ratkov,SRB,FW,,RB Salzburg,2003,4,1,91,1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,3,4,0,0,0,0,0,0.18,0.11,0.29,0.18,0.29
David Raum,GER,DF,,RB Leipzig,1998,4,3,266,3,0,1,1,0,0,0,2,0,0.1,0.1,1.8,1.9,4,4,22,0,0.34,0.34,0,0.34,0.02,0.61,0.63,0.02,0.63
Federico Ravaglia,ITA,GK,,Bologna ,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Raya,ESP,GK,,Arsenal ,1995,13,13,"1,170",13,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Givairo Read,NED,DF,,Feyenoord ,2006,3,3,241,2.7,0,0,0,0,0,0,0,1,0,0,0.1,0.1,5,11,10,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Zepiqueno Redmond,NED,FW,MF,Feyenoord ,2006,2,1,79,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11
João Rêgo,POR,MF,FW,Benfica ,2005,4,0,32,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,3,0,0,0,0,0,0.21,0,0.21,0.21,0.21
Tijjani Reijnders,NED,MF,,Milan ,1998,10,10,867,9.6,3,0,3,3,0,0,0,0,2.4,2.4,0.7,3.1,22,54,32,0.31,0,0.31,0.31,0.31,0.25,0.07,0.32,0.25,0.32
